row_id,algorithm,config_id,backend_name,target_group,budget,candidate_correct,holdout_unique_leader,holdout_candidate_mass,contrast,gap,rank_p,pass_inspect_all,pass_unique_mode,pass_contrast_0.2,pass_contrast_0.5,pass_contrast_0.8,pass_rank_0.05,pass_rank_0.01,pass_contrast_0.2_and_rank_0.05,pass_gap_0.05
6,GROVER,ASYM-1,ibm_torino,multiple,512,1.0,0.9,0.40162760416666665,0.051101421695588393,0.03919270833333333,0.4039318953988877,1.0,1.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.3333333333333333
7,GROVER,ASYM-1,ibm_torino,multiple,64,1.0,0.6666666666666666,0.4506944444444444,0.10331513218827106,0.09114583333333333,0.5820866042394894,1.0,0.9666666666666667,0.2,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.6333333333333333
7,GROVER,ASYM-1,ibm_torino,multiple,128,1.0,0.7,0.45040922619047624,0.09160363071983638,0.08151041666666667,0.47523902917439037,1.0,1.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.6666666666666666
7,GROVER,ASYM-1,ibm_torino,multiple,256,1.0,0.9,0.46432291666666664,0.06842622200717315,0.06041666666666667,0.4141205325570815,1.0,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
7,GROVER,ASYM-1,ibm_torino,multiple,512,1.0,0.9666666666666667,0.46634114583333336,0.06532534486294685,0.05807291666666667,0.27090292911216557,1.0,0.9666666666666667,0.0,0.0,0.0,0.16666666666666666,0.03333333333333333,0.0,0.6
8,GROVER,ASYM-1,ibm_torino,multiple,64,1.0,0.7,0.4602777777777778,0.12596337858495435,0.11354166666666667,0.4889790708237818,1.0,0.9666666666666667,0.16666666666666666,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.7333333333333333
8,GROVER,ASYM-1,ibm_torino,multiple,128,1.0,0.8333333333333334,0.46982886904761906,0.08993017072314319,0.08046875,0.49605291372359606,1.0,0.9333333333333333,0.13333333333333333,0.0,0.0,0.13333333333333333,0.03333333333333333,0.13333333333333333,0.6333333333333333
8,GROVER,ASYM-1,ibm_torino,multiple,256,1.0,0.9333333333333333,0.4764322916666667,0.07299087930790771,0.06575520833333333,0.39084895018520327,1.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.6666666666666666
8,GROVER,ASYM-1,ibm_torino,multiple,512,1.0,0.9666666666666667,0.48365885416666665,0.06762875925317952,0.0609375,0.2534280217126306,1.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.06666666666666667,0.0,0.6666666666666666
9,GROVER,ASYM-1,ibm_torino,multiple,64,1.0,0.7333333333333333,0.4664236111111111,0.10923778973277899,0.09947916666666666,0.5628981687744528,1.0,0.9666666666666667,0.13333333333333333,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.6
